filecode,inputLine,tradeLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Codes,OC,Type1,Account
06C,346,256,O,AMZN 22DEC12 260.0 C,AMZN,2012-12-22,260,C,2012-11-29 15:40:35,2012-11-29 15:40:35,NASDAQOM,-1,3.09,309,-0.09,-308.91,0,P;O,O,,IB9048
06C,347,257,O,AMZN 22DEC12 260.0 C,AMZN,2012-12-22,260,C,2012-12-05 10:29:37,2012-12-05 10:29:37,-,2,2.55,-510,-0.76,617.23,106.47,LI;C,C,S,IB9048
06C,348,257,O,AMZN 22DEC12 260.0 C,AMZN,2012-12-22,260,C,2012-12-05 10:29:37,2012-12-05 10:29:37,NASDAQOM,2,2.55,-510,-0.76,617.23,106.47,LI;C,C,,IB9048
06C,349,257,O,AMZN 22DEC12 260.0 C,AMZN,2012-12-22,260,C,2012-12-05 10:29:37,2012-11-29 15:40:35,,-1,3.089139,,,-308.91,53.53,ST,A,,IB9048
06C,350,257,O,AMZN 22DEC12 260.0 C,AMZN,2012-12-22,260,C,2012-12-05 10:29:37,2012-11-29 15:40:34,,-1,3.083139,,,-308.31,52.93,ST,A,,IB9048
06C,351,258,O,AMZN 18JAN14 280.0 C,AMZN,2014-01-18,280,C,2012-02-01 13:52:20,2012-02-01 13:52:20,-,1,9.55,-955,-0.6,4769.27,3813.66,ML;C,C,S,IB9048
06C,352,258,O,AMZN 18JAN14 280.0 C,AMZN,2014-01-18,280,C,2012-02-01 13:52:20,2012-02-01 13:52:20,NASDAQOM,1,9.55,-955,-0.6,4769.27,3813.66,ML;C,C,,IB9048
06C,353,258,O,AMZN 18JAN14 280.0 C,AMZN,2014-01-18,280,C,2012-02-01 13:52:20,2011-10-14 12:41:14,,-1,47.692659,,,-4769.27,3813.66,ST,A,,IB9048
06C,354,259,O,AMZN 18JAN14 300.0 C,AMZN,2014-01-18,300,C,2012-04-10 12:52:05,2012-04-10 12:52:05,-,1,7.9,-790,-1.02,2139.32,1348.29,ML;C,C,S,IB9048
06C,355,259,O,AMZN 18JAN14 300.0 C,AMZN,2014-01-18,300,C,2012-04-10 12:52:05,2012-04-10 12:52:05,CBOE,1,7.9,-790,-1.02,2139.32,1348.29,ML;C,C,,IB9048
06C,356,259,O,AMZN 18JAN14 300.0 C,AMZN,2014-01-18,300,C,2012-04-10 12:52:05,2011-10-27 14:31:04,,-1,21.393164,,,-2139.32,1348.29,ST,A,,IB9048
06C,357,260,O,AMZN 18JAN14 300.0 C,AMZN,2014-01-18,300,C,2012-10-25 14:30:05,2012-10-25 14:30:05,-,-2,13.2,2640,-0.82,-2639.18,0,O,O,S,IB9048
06C,358,260,O,AMZN 18JAN14 300.0 C,AMZN,2014-01-18,300,C,2012-10-25 14:30:05,2012-10-25 14:30:05,NASDAQOM,-2,13.2,2640,-0.82,-2639.18,0,O,O,,IB9048
06C,359,33,S,ANAC,ANAC,,,,2012-10-17 16:01:10,2012-10-17 16:01:10,-,800,6.25,-5000,-0.96,5000.96,0,O,O,S,IB9048
06C,360,33,S,ANAC,ANAC,,,,2012-10-17 16:01:10,2012-10-17 16:01:10,BATS,800,6.25,-5000,-0.96,5000.96,0,O,O,,IB9048
06C,361,34,S,ANR,ANR,,,,2012-03-16 16:20:00,2012-03-16 16:20:00,-,1000,19,-19000,0,19000,0,A;O,O,S,IB9048
06C,362,34,S,ANR,ANR,,,,2012-03-16 16:20:00,2012-03-16 16:20:00,--,1000,19,-19000,0,19000,0,A;O,O,,IB9048
06C,363,35,S,ANR,ANR,,,,2012-07-10 15:07:13,2012-07-10 15:07:13,-,1000,7.5,-7500,-2.2,7502.2,0,O,O,S,IB9048
06C,364,35,S,ANR,ANR,,,,2012-07-10 15:07:13,2012-07-10 15:07:13,NYSE,1000,7.5,-7500,-2.2,7502.2,0,O,O,,IB9048
06C,365,36,S,ANR,ANR,,,,2012-07-20 16:20:00,2012-07-20 16:20:00,-,400,7,-2800,0,2800,0,A;O,O,S,IB9048
06C,366,36,S,ANR,ANR,,,,2012-07-20 16:20:00,2012-07-20 16:20:00,--,400,7,-2800,0,2800,0,A;O,O,,IB9048
06C,367,37,S,ANR,ANR,,,,2012-07-30 07:17:02,2012-07-30 07:17:02,-,-400,7.14,2856,-0.71,-2698.91,156.39,LI;C,C,S,IB9048
06C,368,37,S,ANR,ANR,,,,2012-07-30 07:17:02,2012-07-30 07:17:02,ARCA,-400,7.14,2856,-0.71,-2698.91,156.39,LI;C,C,,IB9048
06C,369,37,S,ANR,ANR,,,,2012-07-30 07:17:02,2012-07-20 16:20:00,,400,6.747263,,,2698.91,156.39,ST,A,,IB9048
06C,370,38,S,ANR,ANR,,,,2012-07-30 11:19:17,2012-07-30 11:19:17,-,1000,6.46,-6460,-2.96,6462.96,0,P;O,O,S,IB9048
06C,371,38,S,ANR,ANR,,,,2012-07-30 11:19:17,2012-07-30 11:19:17,NYSE,200,6.46,-1292,-1.2,1293.2,0,P;O,O,,IB9048
06C,372,38,S,ANR,ANR,,,,2012-07-30 11:19:17,2012-07-30 11:19:17,NYSE,200,6.46,-1292,-0.44,1292.44,0,P;O,O,,IB9048
06C,373,38,S,ANR,ANR,,,,2012-07-30 11:19:20,2012-07-30 11:19:20,NYSE,600,6.46,-3876,-1.32,3877.32,0,P;O,O,,IB9048
06C,374,39,S,ANR,ANR,,,,2012-07-30 13:37:06,2012-07-30 13:37:06,-,-300,6.77,2031,-0.71,-1938.66,91.63,P;LI;C,C,S,IB9048
06C,375,39,S,ANR,ANR,,,,2012-07-30 13:37:06,2012-07-30 13:37:06,NYSE,-200,6.77,1354,-0.47,-1292.44,61.09,P;LI;C,C,,IB9048
06C,376,39,S,ANR,ANR,,,,2012-07-30 13:37:06,2012-07-30 11:19:20,,200,6.462203,,,1292.44,61.09,ST,A,,IB9048
06C,377,39,S,ANR,ANR,,,,2012-07-30 13:37:47,2012-07-30 13:37:47,NYSE,-100,6.77,677,-0.24,-646.22,30.54,P;LI;C,C,,IB9048
06C,378,39,S,ANR,ANR,,,,2012-07-30 13:37:47,2012-07-30 11:19:20,,100,6.462203,,,646.22,30.54,ST,A,,IB9048
06C,379,40,S,ANR,ANR,,,,2012-07-30 14:25:03,2012-07-30 14:25:03,-,-100,6.81,681,-0.59,-646.22,34.19,LI;C,C,S,IB9048
06C,380,40,S,ANR,ANR,,,,2012-07-30 14:25:03,2012-07-30 14:25:03,NYSE,-100,6.81,681,-0.59,-646.22,34.19,LI;C,C,,IB9048
06C,381,40,S,ANR,ANR,,,,2012-07-30 14:25:03,2012-07-30 11:19:20,,100,6.462203,,,646.22,34.19,ST,A,,IB9048
06C,382,41,S,ANR,ANR,,,,2012-07-30 15:17:22,2012-07-30 15:17:22,-,-300,7.07,2121,-0.71,-1938.66,181.63,LI;C,C,S,IB9048
06C,383,41,S,ANR,ANR,,,,2012-07-30 15:17:22,2012-07-30 15:17:22,NYSE,-300,7.07,2121,-0.71,-1938.66,181.63,LI;C,C,,IB9048
06C,384,41,S,ANR,ANR,,,,2012-07-30 15:17:22,2012-07-30 11:19:20,,200,6.462203,,,1292.44,121.09,ST,A,,IB9048
06C,385,41,S,ANR,ANR,,,,2012-07-30 15:17:22,2012-07-30 11:19:17,,100,6.462203,,,646.22,60.54,ST,A,,IB9048
06C,386,42,S,ANR,ANR,,,,2012-07-30 15:48:01,2012-07-30 15:48:01,-,-300,7.19,2157,-0.71,-1939.42,216.87,LI;C,C,S,IB9048
06C,387,42,S,ANR,ANR,,,,2012-07-30 15:48:01,2012-07-30 15:48:01,NYSE,-300,7.19,2157,-0.71,-1939.42,216.87,LI;C,C,,IB9048
06C,388,42,S,ANR,ANR,,,,2012-07-30 15:48:01,2012-07-30 11:19:17,,100,6.462203,,,646.22,72.54,ST,A,,IB9048
06C,389,42,S,ANR,ANR,,,,2012-07-30 15:48:01,2012-07-30 11:19:17,,200,6.466003,,,1293.2,144.33,ST,A,,IB9048
06C,390,43,S,ANR,ANR,,,,2012-07-31 09:48:18,2012-07-31 09:48:18,-,300,6.76,-2028,-0.66,2028.66,0,O,O,S,IB9048
06C,391,43,S,ANR,ANR,,,,2012-07-31 09:48:18,2012-07-31 09:48:18,NYSE,300,6.76,-2028,-0.66,2028.66,0,O,O,,IB9048
06C,392,44,S,ANR,ANR,,,,2012-07-31 10:04:24,2012-07-31 10:04:24,-,300,6.75,-2025,-0.66,2025.66,0,O,O,S,IB9048
06C,393,44,S,ANR,ANR,,,,2012-07-31 10:04:24,2012-07-31 10:04:24,NYSE,300,6.75,-2025,-0.66,2025.66,0,O,O,,IB9048
06C,394,45,S,ANR,ANR,,,,2012-07-31 11:10:34,2012-07-31 11:10:34,-,-300,7.07,2121,-0.71,-2025.66,94.63,LI;C,C,S,IB9048
06C,395,45,S,ANR,ANR,,,,2012-07-31 11:10:34,2012-07-31 11:10:34,NYSE,-300,7.07,2121,-0.71,-2025.66,94.63,LI;C,C,,IB9048
06C,396,45,S,ANR,ANR,,,,2012-07-31 11:10:34,2012-07-31 10:04:24,,300,6.752203,,,2025.66,94.63,ST,A,,IB9048
06C,397,46,S,ANR,ANR,,,,2012-08-02 13:20:54,2012-08-02 13:20:54,-,300,6.75,-2025,-0.66,2025.66,0,O,O,S,IB9048
06C,398,46,S,ANR,ANR,,,,2012-08-02 13:20:54,2012-08-02 13:20:54,NYSE,300,6.75,-2025,-0.66,2025.66,0,O,O,,IB9048
06C,399,47,S,ANR,ANR,,,,2012-08-03 11:45:57,2012-08-03 11:45:57,-,-300,7.07,2121,-0.71,-2025.66,94.63,LI;C,C,S,IB9048
06C,400,47,S,ANR,ANR,,,,2012-08-03 11:45:57,2012-08-03 11:45:57,NYSE,-300,7.07,2121,-0.71,-2025.66,94.63,LI;C,C,,IB9048
06C,401,47,S,ANR,ANR,,,,2012-08-03 11:45:57,2012-08-02 13:20:54,,300,6.752203,,,2025.66,94.63,ST,A,,IB9048
06C,402,48,S,ANR,ANR,,,,2012-08-06 11:15:34,2012-08-06 11:15:34,-,300,6.75,-2025,-0.66,2025.66,0,O,O,S,IB9048
06C,403,48,S,ANR,ANR,,,,2012-08-06 11:15:34,2012-08-06 11:15:34,NYSE,300,6.75,-2025,-0.66,2025.66,0,O,O,,IB9048
06C,404,49,S,ANR,ANR,,,,2012-08-07 09:32:36,2012-08-07 09:32:36,-,-300,7.02,2106,-0.71,-2025.66,79.63,LI;C,C,S,IB9048
06C,405,49,S,ANR,ANR,,,,2012-08-07 09:32:36,2012-08-07 09:32:36,IBKRATS,-300,7.02,2106,-0.71,-2025.66,79.63,LI;C,C,,IB9048
06C,406,49,S,ANR,ANR,,,,2012-08-07 09:32:36,2012-08-06 11:15:34,,300,6.752203,,,2025.66,79.63,ST,A,,IB9048
06C,407,50,S,ANR,ANR,,,,2012-08-08 07:51:14,2012-08-08 07:51:14,-,-300,7.22,2166,-0.53,-2028.66,136.81,LI;C,C,S,IB9048
06C,408,50,S,ANR,ANR,,,,2012-08-08 07:51:14,2012-08-08 07:51:14,ARCA,-300,7.22,2166,-0.53,-2028.66,136.81,LI;C,C,,IB9048
06C,409,50,S,ANR,ANR,,,,2012-08-08 07:51:14,2012-07-31 09:48:18,,300,6.762203,,,2028.66,136.81,ST,A,,IB9048
06C,410,51,S,ANR,ANR,,,,2012-08-08 10:52:09,2012-08-08 10:52:09,-,300,6.27,-1881,-0.45,1881.45,0,O,O,S,IB9048
06C,411,51,S,ANR,ANR,,,,2012-08-08 10:52:09,2012-08-08 10:52:09,ISLAND,300,6.27,-1881,-0.45,1881.45,0,O,O,,IB9048
06C,412,52,S,ANR,ANR,,,,2012-08-08 10:56:20,2012-08-08 10:56:20,-,-300,6.62,1986,-0.71,-1881.45,103.84,LI;C,C,S,IB9048
06C,413,52,S,ANR,ANR,,,,2012-08-08 10:56:20,2012-08-08 10:56:20,NYSE,-300,6.62,1986,-0.71,-1881.45,103.84,LI;C,C,,IB9048
06C,414,52,S,ANR,ANR,,,,2012-08-08 10:56:20,2012-08-08 10:52:09,,300,6.271503,,,1881.45,103.84,ST,A,,IB9048
06C,415,53,S,ANR,ANR,,,,2012-08-08 14:39:13,2012-08-08 14:39:13,-,300,6.31,-1893,-0.66,1893.66,0,O,O,S,IB9048
06C,416,53,S,ANR,ANR,,,,2012-08-08 14:39:13,2012-08-08 14:39:13,NYSE,300,6.31,-1893,-0.66,1893.66,0,O,O,,IB9048
06C,417,54,S,ANR,ANR,,,,2012-08-08 15:25:05,2012-08-08 15:25:05,-,300,6.27,-1881,-0.45,1881.45,0,O,O,S,IB9048
06C,418,54,S,ANR,ANR,,,,2012-08-08 15:25:05,2012-08-08 15:25:05,ISLAND,300,6.27,-1881,-0.45,1881.45,0,O,O,,IB9048
06C,419,55,S,ANR,ANR,,,,2012-08-08 15:25:11,2012-08-08 15:25:11,-,100,6.2,-620,-0.57,620.57,0,O,O,S,IB9048
06C,420,55,S,ANR,ANR,,,,2012-08-08 15:25:11,2012-08-08 15:25:11,NYSE,100,6.2,-620,-0.57,620.57,0,O,O,,IB9048
06C,421,56,S,ANR,ANR,,,,2012-08-09 09:43:14,2012-08-09 09:43:14,-,200,6.2,-1240,-0.44,1240.44,0,O,O,S,IB9048
06C,422,56,S,ANR,ANR,,,,2012-08-09 09:43:14,2012-08-09 09:43:14,NYSE,200,6.2,-1240,-0.44,1240.44,0,O,O,,IB9048
06C,423,57,S,ANR,ANR,,,,2012-08-09 10:39:05,2012-08-09 10:39:05,-,-300,6.62,1986,-0.71,-1861.01,124.28,LI;C,C,S,IB9048
06C,424,57,S,ANR,ANR,,,,2012-08-09 10:39:05,2012-08-09 10:39:05,NYSE,-300,6.62,1986,-0.71,-1861.01,124.28,LI;C,C,,IB9048
06C,425,57,S,ANR,ANR,,,,2012-08-09 10:39:05,2012-08-09 09:43:14,,200,6.202203,,,1240.44,83.09,ST,A,,IB9048
06C,426,57,S,ANR,ANR,,,,2012-08-09 10:39:05,2012-08-08 15:25:11,,100,6.205706,,,620.57,41.19,ST,A,,IB9048
06C,427,58,S,ANR,ANR,,,,2012-08-09 11:06:29,2012-08-09 11:06:29,-,-300,6.92,2076,-0.71,-1881.45,193.84,LI;C,C,S,IB9048
06C,428,58,S,ANR,ANR,,,,2012-08-09 11:06:29,2012-08-09 11:06:29,NYSE,-300,6.92,2076,-0.71,-1881.45,193.84,LI;C,C,,IB9048
06C,429,58,S,ANR,ANR,,,,2012-08-09 11:06:29,2012-08-08 15:25:05,,300,6.271503,,,1881.45,193.84,ST,A,,IB9048
06C,430,59,S,ANR,ANR,,,,2012-08-09 14:14:35,2012-08-09 14:14:35,-,-300,7.22,2166,-0.71,-1893.66,271.63,LI;C,C,S,IB9048
06C,431,59,S,ANR,ANR,,,,2012-08-09 14:14:35,2012-08-09 14:14:35,NYSE,-300,7.22,2166,-0.71,-1893.66,271.63,LI;C,C,,IB9048
06C,432,59,S,ANR,ANR,,,,2012-08-09 14:14:35,2012-08-08 14:39:13,,300,6.312203,,,1893.66,271.63,ST,A,,IB9048
06C,433,60,S,ANR,ANR,,,,2012-08-14 09:55:33,2012-08-14 09:55:33,-,300,7.01,-2103,-0.66,2103.66,0,O,O,S,IB9048
06C,434,60,S,ANR,ANR,,,,2012-08-14 09:55:33,2012-08-14 09:55:33,NYSE,300,7.01,-2103,-0.66,2103.66,0,O,O,,IB9048
06C,435,61,S,ANR,ANR,,,,2012-08-15 09:39:40,2012-08-15 09:39:40,-,300,6.61,-1983,-0.66,1983.66,0,O,O,S,IB9048
06C,436,61,S,ANR,ANR,,,,2012-08-15 09:39:40,2012-08-15 09:39:40,NYSE,300,6.61,-1983,-0.66,1983.66,0,O,O,,IB9048
06C,437,62,S,ANR,ANR,,,,2012-08-20 09:35:49,2012-08-20 09:35:49,-,200,6.41,-1282,-0.44,1282.44,0,O,O,S,IB9048
06C,438,62,S,ANR,ANR,,,,2012-08-20 09:35:49,2012-08-20 09:35:49,NYSE,200,6.41,-1282,-0.44,1282.44,0,O,O,,IB9048
06C,439,63,S,ANR,ANR,,,,2012-08-21 09:30:11,2012-08-21 09:30:11,-,-200,6.62,1324,-0.47,-1282.44,41.09,LI;C,C,S,IB9048
06C,440,63,S,ANR,ANR,,,,2012-08-21 09:30:11,2012-08-21 09:30:11,NYSE,-200,6.62,1324,-0.47,-1282.44,41.09,LI;C,C,,IB9048
06C,441,63,S,ANR,ANR,,,,2012-08-21 09:30:11,2012-08-20 09:35:49,,200,6.412203,,,1282.44,41.09,ST,A,,IB9048
06C,442,64,S,ANR,ANR,,,,2012-08-21 10:18:29,2012-08-21 10:18:29,-,-300,6.92,2076,-0.71,-1983.66,91.63,LI;C,C,S,IB9048
06C,443,64,S,ANR,ANR,,,,2012-08-21 10:18:29,2012-08-21 10:18:29,NYSE,-300,6.92,2076,-0.71,-1983.66,91.63,LI;C,C,,IB9048
06C,444,64,S,ANR,ANR,,,,2012-08-21 10:18:29,2012-08-15 09:39:40,,300,6.612203,,,1983.66,91.63,ST,A,,IB9048
06C,445,65,S,ANR,ANR,,,,2012-08-22 10:30:02,2012-08-22 10:30:02,-,-300,7.22,2166,-0.71,-2103.66,61.63,LI;C,C,S,IB9048
06C,446,65,S,ANR,ANR,,,,2012-08-22 10:30:02,2012-08-22 10:30:02,NYSE,-300,7.22,2166,-0.71,-2103.66,61.63,LI;C,C,,IB9048
06C,447,65,S,ANR,ANR,,,,2012-08-22 10:30:02,2012-08-14 09:55:33,,300,7.012203,,,2103.66,61.63,ST,A,,IB9048
06C,448,66,S,ANR,ANR,,,,2012-08-23 09:58:10,2012-08-23 09:58:10,-,300,6.91,-2073,-0.66,2073.66,0,O,O,S,IB9048
06C,449,66,S,ANR,ANR,,,,2012-08-23 09:58:10,2012-08-23 09:58:10,NYSE,300,6.91,-2073,-0.66,2073.66,0,O,O,,IB9048
06C,450,67,S,ANR,ANR,,,,2012-09-10 09:52:43,2012-09-10 09:52:43,-,-300,7.27,2181,-0.71,-2073.66,106.63,LI;C,C,S,IB9048
06C,451,67,S,ANR,ANR,,,,2012-09-10 09:52:43,2012-09-10 09:52:43,NYSE,-300,7.27,2181,-0.71,-2073.66,106.63,LI;C,C,,IB9048
06C,452,67,S,ANR,ANR,,,,2012-09-10 09:52:43,2012-08-23 09:58:10,,300,6.912203,,,2073.66,106.63,ST,A,,IB9048
06C,453,68,S,ANR,ANR,,,,2012-09-10 12:09:26,2012-09-10 12:09:26,-,300,7.11,-2133,-0.66,2133.66,0,P;O,O,S,IB9048
06C,454,68,S,ANR,ANR,,,,2012-09-10 12:09:26,2012-09-10 12:09:26,NYSE,100,7.11,-711,-0.57,711.57,0,P;O,O,,IB9048
06C,455,68,S,ANR,ANR,,,,2012-09-10 12:09:26,2012-09-10 12:09:26,NYSE,200,7.11,-1422,-0.09,1422.09,0,P;O,O,,IB9048
06C,456,69,S,ANR,ANR,,,,2012-09-11 10:07:29,2012-09-11 10:07:29,-,-300,7.28,2184,-0.71,-5478.92,0,P;C,C,S,IB9048
06C,457,69,S,ANR,ANR,,,,2012-09-11 10:07:29,2012-09-11 10:07:29,NYSE,-200,7.28,1456,-0.47,-3652.61,0,P;C,C,,IB9048
06C,458,69,S,ANR,ANR,,,,2012-09-11 10:07:29,2012-03-16 00:00:00,,200,18.263058,,,3652.61,-2197.08,ST,A,,IB9048
06C,459,69,S,ANR,ANR,,,,2012-09-11 10:07:29,2012-09-10 00:00:00,,200,,,,,2197.08,ST,W,,IB9048
06C,460,69,S,ANR,ANR,,,,2012-09-11 10:07:46,2012-09-11 10:07:46,NYSE,-100,7.28,728,-0.24,-1826.31,0,P;C,C,,IB9048
06C,461,69,S,ANR,ANR,,,,2012-09-11 10:07:46,2012-03-16 00:00:00,,100,18.263058,,,1826.31,-1098.54,ST,A,,IB9048
06C,462,69,S,ANR,ANR,,,,2012-09-11 10:07:46,2012-09-10 00:00:00,,100,,,,,1098.54,ST,W,,IB9048
06C,463,70,S,ANR,ANR,,,,2012-09-12 10:28:35,2012-09-12 10:28:35,-,300,7.11,-2133,-0.66,2133.66,0,O,O,S,IB9048
06C,464,70,S,ANR,ANR,,,,2012-09-12 10:28:35,2012-09-12 10:28:35,NYSE,300,7.11,-2133,-0.66,2133.66,0,O,O,,IB9048
06C,465,71,S,ANR,ANR,,,,2012-09-12 14:04:23,2012-09-12 14:04:23,-,-300,7.32,2196,-0.71,-2133.66,61.63,LI;C,C,S,IB9048
06C,466,71,S,ANR,ANR,,,,2012-09-12 14:04:23,2012-09-12 14:04:23,NYSE,-300,7.32,2196,-0.71,-2133.66,61.63,LI;C,C,,IB9048
06C,467,71,S,ANR,ANR,,,,2012-09-12 14:04:23,2012-09-12 10:28:35,,300,7.112203,,,2133.66,61.63,ST,A,,IB9048
06C,468,72,S,ANR,ANR,,,,2012-09-13 11:19:45,2012-09-13 11:19:45,-,-200,7.66,1532,-0.35,-3619.18,-2087.53,LI;C,C,S,IB9048
06C,469,72,S,ANR,ANR,,,,2012-09-13 11:19:45,2012-09-13 11:19:45,ISLAND,-200,7.66,1532,-0.35,-3619.18,-2087.53,LI;C,C,,IB9048
06C,470,72,S,ANR,ANR,,,,2012-09-13 11:19:45,2012-09-10 12:09:26,,100,18.095876,,,1809.59,-1043.77,ST,A,,IB9048
06C,471,72,S,ANR,ANR,,,,2012-09-13 11:19:45,2012-09-10 12:09:26,,100,18.095876,,,1809.59,-1043.77,ST,A,,IB9048
06C,472,73,S,ANR,ANR,,,,2012-09-14 09:35:23,2012-09-14 09:35:23,-,-200,8.66,1732,-0.36,-2560.33,-828.69,LI;C,C,S,IB9048
06C,473,73,S,ANR,ANR,,,,2012-09-14 09:35:23,2012-09-14 09:35:23,ISLAND,-200,8.66,1732,-0.36,-2560.33,-828.69,LI;C,C,,IB9048
06C,474,73,S,ANR,ANR,,,,2012-09-14 09:35:23,2012-09-10 12:09:26,,100,18.101131,,,1810.11,-944.29,ST,A,,IB9048
06C,475,73,S,ANR,ANR,,,,2012-09-14 09:35:23,2012-07-10 15:07:13,,100,7.502203,,,750.22,115.6,ST,A,,IB9048
06C,476,74,S,ANR,ANR,,,,2012-09-17 09:30:42,2012-09-17 09:30:42,-,200,8.19,-1638,-0.84,1638.84,2087.53,O,O,S,IB9048
06C,477,74,S,ANR,ANR,,,,2012-09-17 09:30:42,2012-09-17 09:30:42,NYSE,200,8.19,-1638,-0.84,1638.84,2087.53,O,O,,IB9048
06C,478,74,S,ANR,ANR,,,,2012-09-17 09:30:42,2012-09-17 00:00:00,,200,,,,,2087.53,ST,W,,IB9048
06C,479,75,S,ANR,ANR,,,,2012-10-16 08:04:23,2012-10-16 08:04:23,-,-200,8.66,1732,-0.36,-3726.37,-1994.73,P;LI;C,C,S,IB9048
06C,480,75,S,ANR,ANR,,,,2012-10-16 08:04:23,2012-10-16 08:04:23,ARCA,-100,8.66,866,-0.53,-1863.19,-997.72,P;LI;C,C,,IB9048
06C,481,75,S,ANR,ANR,,,,2012-10-16 08:04:23,2012-09-17 09:30:42,,100,18.631854,,,1863.19,-997.72,ST,A,,IB9048
06C,482,75,S,ANR,ANR,,,,2012-10-16 08:04:23,2012-10-16 08:04:23,ARCA,-100,8.66,866,0.17,-1863.19,-997.01,P;LI;C,C,,IB9048
06C,483,75,S,ANR,ANR,,,,2012-10-16 08:04:23,2012-09-17 09:30:42,,100,18.631854,,,1863.19,-997.01,ST,A,,IB9048
06C,484,76,S,ANR,ANR,,,,2012-10-16 09:30:17,2012-10-16 09:30:17,-,200,8.51,-1702,-0.84,1702.84,1994.73,O,O,S,IB9048
06C,485,76,S,ANR,ANR,,,,2012-10-16 09:30:17,2012-10-16 09:30:17,NYSE,200,8.51,-1702,-0.84,1702.84,1994.73,O,O,,IB9048
06C,486,76,S,ANR,ANR,,,,2012-10-16 09:30:17,2012-10-16 00:00:00,,200,,,,,1994.73,ST,W,,IB9048
06C,487,77,S,ANR,ANR,,,,2012-10-16 09:32:21,2012-10-16 09:32:21,-,-200,8.68,1736,-0.36,-3697.57,-1961.93,LI;C,C,S,IB9048
06C,488,77,S,ANR,ANR,,,,2012-10-16 09:32:21,2012-10-16 09:32:21,ISLAND,-200,8.68,1736,-0.36,-3697.57,-1961.93,LI;C,C,,IB9048
06C,489,77,S,ANR,ANR,,,,2012-10-16 09:32:21,2012-10-16 09:30:17,,100,18.491357,,,1849.14,-981.32,ST,A,,IB9048
06C,490,77,S,ANR,ANR,,,,2012-10-16 09:32:21,2012-10-16 09:30:17,,100,18.484351,,,1848.44,-980.61,ST,A,,IB9048
06C,491,78,S,ANR,ANR,,,,2012-10-16 09:34:10,2012-10-16 09:34:10,-,200,8.57,-1714,-0.44,1714.44,1961.93,O,O,S,IB9048
06C,492,78,S,ANR,ANR,,,,2012-10-16 09:34:10,2012-10-16 09:34:10,NYSE,200,8.57,-1714,-0.44,1714.44,1961.93,O,O,,IB9048
06C,493,78,S,ANR,ANR,,,,2012-10-16 09:34:10,2012-10-16 00:00:00,,200,,,,,1961.93,ST,W,,IB9048
06C,494,79,S,ANR,ANR,,,,2012-10-16 09:46:47,2012-10-16 09:46:47,-,-200,8.68,1736,-0.36,-3676.37,-1940.73,LI;C,C,S,IB9048
06C,495,79,S,ANR,ANR,,,,2012-10-16 09:46:47,2012-10-16 09:46:47,ISLAND,-200,8.68,1736,-0.36,-3676.37,-1940.73,LI;C,C,,IB9048
06C,496,79,S,ANR,ANR,,,,2012-10-16 09:46:47,2012-10-16 09:34:10,,100,18.378351,,,1837.84,-970.01,ST,A,,IB9048
06C,497,79,S,ANR,ANR,,,,2012-10-16 09:46:47,2012-10-16 09:34:10,,100,18.385358,,,1838.54,-970.72,ST,A,,IB9048
06C,498,80,S,ANR,ANR,,,,2012-10-16 10:45:01,2012-10-16 10:45:01,-,200,8.59,-1718,-0.44,1718.44,1940.73,O,O,S,IB9048
06C,499,80,S,ANR,ANR,,,,2012-10-16 10:45:01,2012-10-16 10:45:01,NYSE,200,8.59,-1718,-0.44,1718.44,1940.73,O,O,,IB9048
06C,500,80,S,ANR,ANR,,,,2012-10-16 10:45:01,2012-10-16 00:00:00,,200,,,,,1940.73,ST,W,,IB9048
06C,501,81,S,ANR,ANR,,,,2012-10-17 11:42:41,2012-10-17 11:42:41,-,-200,8.68,1736,-0.48,-3659.17,-1923.65,LI;C,C,S,IB9048
06C,502,81,S,ANR,ANR,,,,2012-10-17 11:42:41,2012-10-17 11:42:41,NYSE,-200,8.68,1736,-0.48,-3659.17,-1923.65,LI;C,C,,IB9048
06C,503,81,S,ANR,ANR,,,,2012-10-17 11:42:41,2012-10-16 10:45:01,,100,18.292352,,,1829.24,-961.47,ST,A,,IB9048
06C,504,81,S,ANR,ANR,,,,2012-10-17 11:42:41,2012-10-16 10:45:01,,100,18.299358,,,1829.94,-962.18,ST,A,,IB9048
06C,505,82,S,ANR,ANR,,,,2012-10-18 10:01:35,2012-10-18 10:01:35,-,-200,9.66,1932,-0.48,-3652.61,-1721.1,C,C,S,IB9048
06C,506,82,S,ANR,ANR,,,,2012-10-18 10:01:35,2012-10-18 10:01:35,NYSE,-200,9.66,1932,-0.48,-3652.61,-1721.1,C,C,,IB9048
06C,507,82,S,ANR,ANR,,,,2012-10-18 10:01:35,2012-03-16 00:00:00,,200,18.263058,,,3652.61,-1721.1,ST,A,,IB9048
06C,508,83,S,ANR,ANR,,,,2012-10-18 10:10:49,2012-10-18 10:10:49,-,200,9.57,-1914,-0.32,1914.32,1923.65,O,O,S,IB9048
06C,509,83,S,ANR,ANR,,,,2012-10-18 10:10:49,2012-10-18 10:10:49,ISLAND,200,9.57,-1914,-0.32,1914.32,1923.65,O,O,,IB9048
