filecode,inputLine,tradeLine,SecType,Symbol,Underlying,Expiry,Strike,O_Type,Trade_Time,Lot_Time,Exchange,Q,Price,Proceeds,CommTax,Basis,Realized_PL,Codes,OC,Type1,Account
06C,1088,353,O,CADX 18MAY13 4.0 P,CADX,2013-05-18,4,P,2012-11-30 12:40:20,2012-11-30 12:40:20,-,-3,0.55,165,0.12,-165.12,0,O,O,S,IB9048
06C,1089,353,O,CADX 18MAY13 4.0 P,CADX,2013-05-18,4,P,2012-11-30 12:40:20,2012-11-30 12:40:20,NASDAQOM,-3,0.55,165,0.12,-165.12,0,O,O,,IB9048
06C,1090,149,S,CALX,CALX,,,,2012-01-13 15:53:06,2012-01-13 15:53:06,-,600,7,-4200,-1.32,4201.32,0,P;O,O,S,IB9048
06C,1091,149,S,CALX,CALX,,,,2012-01-13 15:53:06,2012-01-13 15:53:06,NYSE,100,7,-700,-0.57,700.57,0,P;O,O,,IB9048
06C,1092,149,S,CALX,CALX,,,,2012-01-13 15:56:47,2012-01-13 15:56:47,NYSE,100,7,-700,0.13,699.87,0,P;O,O,,IB9048
06C,1093,149,S,CALX,CALX,,,,2012-01-13 15:56:51,2012-01-13 15:56:51,NYSE,169,7,-1183,-0.37,1183.37,0,P;O,O,,IB9048
06C,1094,149,S,CALX,CALX,,,,2012-01-13 15:57:22,2012-01-13 15:57:22,NYSE,231,7,-1617,-0.51,1617.51,0,P;O,O,,IB9048
06C,1095,150,S,CALX,CALX,,,,2012-01-18 15:11:34,2012-01-18 15:11:34,-,-600,7.35,4410,-1.41,-4201.32,207.27,P;ML;C,C,S,IB9048
06C,1096,150,S,CALX,CALX,,,,2012-01-18 15:11:34,2012-01-18 15:11:34,NYSE,-100,7.35,735,-0.58,-700.57,33.84,P;ML;C,C,,IB9048
06C,1097,150,S,CALX,CALX,,,,2012-01-18 15:11:34,2012-01-13 15:53:06,,100,7.005706,,,700.57,33.84,ST,A,,IB9048
06C,1098,150,S,CALX,CALX,,,,2012-01-18 15:11:34,2012-01-18 15:11:34,NYSE,-400,7.35,2940,-0.59,-2800.88,138.53,P;ML;C,C,,IB9048
06C,1099,150,S,CALX,CALX,,,,2012-01-18 15:11:34,2012-01-13 15:56:51,,169,7.002203,,,1183.37,58.53,ST,A,,IB9048
06C,1100,150,S,CALX,CALX,,,,2012-01-18 15:11:34,2012-01-13 15:57:22,,231,7.002203,,,1617.51,80,ST,A,,IB9048
06C,1101,150,S,CALX,CALX,,,,2012-01-18 15:11:34,2012-01-18 15:11:34,NYSE,-100,7.35,735,-0.23,-699.87,34.9,P;ML;C,C,,IB9048
06C,1102,150,S,CALX,CALX,,,,2012-01-18 15:11:34,2012-01-13 15:56:47,,100,6.9987,,,699.87,34.9,ST,A,,IB9048
06C,1103,151,S,CALX,CALX,,,,2012-06-08 14:55:45,2012-06-08 14:55:45,-,800,7.65,-6120,-1.76,6121.76,0,O,O,S,IB9048
06C,1104,151,S,CALX,CALX,,,,2012-06-08 14:55:45,2012-06-08 14:55:45,NYSE,800,7.65,-6120,-1.76,6121.76,0,O,O,,IB9048
06C,1105,152,S,CALX,CALX,,,,2012-07-11 14:32:58,2012-07-11 14:32:58,-,400,6.46,-2584,-0.88,2584.88,0,O,O,S,IB9048
06C,1106,152,S,CALX,CALX,,,,2012-07-11 14:32:58,2012-07-11 14:32:58,NYSE,400,6.46,-2584,-0.88,2584.88,0,O,O,,IB9048
06C,1107,153,S,CALX,CALX,,,,2012-07-11 14:32:58,2012-07-11 14:32:58,-,500,6.45,-3225,-1.1,3226.1,0,O,O,S,IB9048
06C,1108,153,S,CALX,CALX,,,,2012-07-11 14:32:58,2012-07-11 14:32:58,NYSE,500,6.45,-3225,-1.1,3226.1,0,O,O,,IB9048
06C,1109,154,S,CALX,CALX,,,,2012-10-26 13:25:35,2012-10-26 13:25:35,-,-200,6.82,1364,-0.47,-1530.44,-166.91,P;C,C,S,IB9048
06C,1110,154,S,CALX,CALX,,,,2012-10-26 13:25:35,2012-10-26 13:25:35,NYSE,-100,6.82,682,-0.59,-765.22,-83.81,P;C,C,,IB9048
06C,1111,154,S,CALX,CALX,,,,2012-10-26 13:25:35,2012-06-08 00:00:00,,100,7.652203,,,765.22,-83.81,ST,A,,IB9048
06C,1112,154,S,CALX,CALX,,,,2012-10-26 13:25:40,2012-10-26 13:25:40,NYSE,-100,6.82,682,0.11,-765.22,-83.11,P;C,C,,IB9048
06C,1113,154,S,CALX,CALX,,,,2012-10-26 13:25:40,2012-06-08 00:00:00,,100,7.652203,,,765.22,-83.11,ST,A,,IB9048
06C,1114,155,S,CALX,CALX,,,,2012-11-01 14:08:10,2012-11-01 14:08:10,-,-200,7.02,1404,-0.47,-1530.44,-126.91,P;C,C,S,IB9048
06C,1115,155,S,CALX,CALX,,,,2012-11-01 14:08:10,2012-11-01 14:08:10,NYSE,-100,7.02,702,-0.59,-765.22,-63.81,P;C,C,,IB9048
06C,1116,155,S,CALX,CALX,,,,2012-11-01 14:08:10,2012-06-08 00:00:00,,100,7.652203,,,765.22,-63.81,ST,A,,IB9048
06C,1117,155,S,CALX,CALX,,,,2012-11-01 14:12:30,2012-11-01 14:12:30,NYSE,-100,7.02,702,0.11,-765.22,-63.11,P;C,C,,IB9048
06C,1118,155,S,CALX,CALX,,,,2012-11-01 14:12:30,2012-06-08 00:00:00,,100,7.652203,,,765.22,-63.11,ST,A,,IB9048
06C,1119,156,S,CALX,CALX,,,,2012-12-19 11:41:51,2012-12-19 11:41:51,-,-200,7.72,1544,-0.28,-1530.44,13.28,C,C,S,IB9048
06C,1120,156,S,CALX,CALX,,,,2012-12-19 11:41:51,2012-12-19 11:41:51,BATS,-200,7.72,1544,-0.28,-1530.44,13.28,C,C,,IB9048
06C,1121,156,S,CALX,CALX,,,,2012-12-19 11:41:51,2012-06-08 00:00:00,,200,7.652203,,,1530.44,13.28,ST,A,,IB9048
06C,1122,157,S,CAR,CAR,,,,2012-02-15 12:44:48,2012-02-15 12:44:48,-,600,14.685,-8811,-2.82,8813.82,0,O,O,S,IB9048
06C,1123,157,S,CAR,CAR,,,,2012-02-15 12:44:48,2012-02-15 12:44:48,ISE,600,14.685,-8811,-2.82,8813.82,0,O,O,,IB9048
06C,1124,158,S,CAR,CAR,,,,2012-05-02 16:47:46,2012-05-02 16:47:46,-,-600,16.72,10032,-1.13,-8813.82,1217.05,P;LI;C,C,S,IB9048
06C,1125,158,S,CAR,CAR,,,,2012-05-02 16:47:46,2012-05-02 16:47:46,ISLAND,-496,16.72,8293.12,-0.93,-7286.09,1006.1,P;LI;C,C,,IB9048
06C,1126,158,S,CAR,CAR,,,,2012-05-02 16:47:46,2012-02-15 12:44:48,,496,14.689703,,,7286.09,1006.1,ST,A,,IB9048
06C,1127,158,S,CAR,CAR,,,,2012-05-02 16:55:39,2012-05-02 16:55:39,ISLAND,-22,16.72,367.84,-0.04,-323.17,44.63,P;LI;C,C,,IB9048
06C,1128,158,S,CAR,CAR,,,,2012-05-02 16:55:39,2012-02-15 12:44:48,,22,14.689703,,,323.17,44.63,ST,A,,IB9048
06C,1129,158,S,CAR,CAR,,,,2012-05-02 17:00:54,2012-05-02 17:00:54,ISLAND,-24,16.72,401.28,-0.05,-352.55,48.68,P;LI;C,C,,IB9048
06C,1130,158,S,CAR,CAR,,,,2012-05-02 17:00:54,2012-02-15 12:44:48,,24,14.689703,,,352.55,48.68,ST,A,,IB9048
06C,1131,158,S,CAR,CAR,,,,2012-05-02 17:03:18,2012-05-02 17:03:18,ISLAND,-58,16.72,969.76,-0.11,-852,117.65,P;LI;C,C,,IB9048
06C,1132,158,S,CAR,CAR,,,,2012-05-02 17:03:18,2012-02-15 12:44:48,,58,14.689703,,,852,117.65,ST,A,,IB9048
06C,1133,354,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-15 12:44:48,2012-02-15 12:44:48,-,-6,0.475,285,-4.35,-280.65,0,P;O,O,S,IB9048
06C,1134,354,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-15 12:44:48,2012-02-15 12:44:48,ISE,-3,0.47,141,-2.18,-138.82,0,P;O,O,,IB9048
06C,1135,354,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-15 12:44:48,2012-02-15 12:44:48,ISE,-3,0.48,144,-2.18,-141.82,0,P;O,O,,IB9048
06C,1136,355,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-17 16:20:00,2012-02-17 16:20:00,-,6,0,0,0,280.65,280.65,Ep;C,C,S,IB9048
06C,1137,355,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-17 16:20:00,2012-02-17 16:20:00,--,6,0,0,0,280.65,280.65,Ep;C,C,,IB9048
06C,1138,355,O,CAR 18FEB12 15.0 C,CAR,2012-02-18,15,C,2012-02-17 16:20:00,2012-02-15 00:00:00,,-6,0.467746,,,-280.65,280.65,ST,A,,IB9048
06C,1139,356,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-02-16 10:58:35,2012-02-16 10:58:35,-,-4,0.7,280,-1.14,-278.86,0,O,O,S,IB9048
06C,1140,356,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-02-16 10:58:35,2012-02-16 10:58:35,ISE,-4,0.7,280,-1.14,-278.86,0,O,O,,IB9048
06C,1141,357,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-02-16 14:48:04,2012-02-16 14:48:04,-,-6,0.7,420,-4.36,-415.64,0,O,O,S,IB9048
06C,1142,357,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-02-16 14:48:04,2012-02-16 14:48:04,CBOE,-6,0.7,420,-4.36,-415.64,0,O,O,,IB9048
06C,1143,358,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-03-16 16:20:00,2012-03-16 16:20:00,-,10,0,0,0,694.5,694.5,Ep;C,C,S,IB9048
06C,1144,358,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-03-16 16:20:00,2012-03-16 16:20:00,--,10,0,0,0,694.5,694.5,Ep;C,C,,IB9048
06C,1145,358,O,CAR 17MAR12 12.0 P,CAR,2012-03-17,12,P,2012-03-16 16:20:00,2012-02-16 00:00:00,,-10,0.694502,,,-694.5,694.5,ST,A,,IB9048
06C,1146,159,S,CARB,CARB,,,,2012-11-06 10:35:01,2012-11-06 10:35:01,-,400,9.45,-3780,-0.64,3780.64,0,P;O,O,S,IB9048
06C,1147,159,S,CARB,CARB,,,,2012-11-06 10:35:01,2012-11-06 10:35:01,ISLAND,300,9.45,-2835,-0.48,2835.48,0,P;O,O,,IB9048
06C,1148,159,S,CARB,CARB,,,,2012-11-06 10:51:28,2012-11-06 10:51:28,ISLAND,100,9.45,-945,-0.16,945.16,0,P;O,O,,IB9048
06C,1149,359,O,CAT 19JAN13 110.0 P,CAT,2013-01-19,110,P,2012-02-03 13:02:18,2012-02-03 13:02:18,-,5,12.65,-6325,-3.62,8448.23,2119.6,ML;C,C,S,IB9048
06C,1150,359,O,CAT 19JAN13 110.0 P,CAT,2013-01-19,110,P,2012-02-03 13:02:18,2012-02-03 13:02:18,CBOE,5,12.65,-6325,-3.62,8448.23,2119.6,ML;C,C,,IB9048
06C,1151,359,O,CAT 19JAN13 110.0 P,CAT,2013-01-19,110,P,2012-02-03 13:02:18,2011-04-01 13:20:21,,-3,16.896455,,,-5068.94,1271.76,ST,A,,IB9048
06C,1152,359,O,CAT 19JAN13 110.0 P,CAT,2013-01-19,110,P,2012-02-03 13:02:18,2011-04-01 13:20:21,,-2,16.896455,,,-3379.29,847.84,ST,A,,IB9048
06C,1153,160,S,CELG,CELG,,,,2012-06-15 16:20:00,2012-06-15 16:20:00,-,200,67.5,-13500,0,13500,0,A;O,O,S,IB9048
06C,1154,160,S,CELG,CELG,,,,2012-06-15 16:20:00,2012-06-15 16:20:00,--,200,67.5,-13500,0,13500,0,A;O,O,,IB9048
06C,1155,161,S,CELG,CELG,,,,2012-06-29 11:38:27,2012-06-29 11:38:27,-,400,63.81,-25524,-0.6,25524.6,0,P;O,O,S,IB9048
06C,1156,161,S,CELG,CELG,,,,2012-06-29 11:38:27,2012-06-29 11:38:27,ISLAND,282,63.81,-17994.42,-0.42,17994.84,0,P;O,O,,IB9048
06C,1157,161,S,CELG,CELG,,,,2012-06-29 11:38:27,2012-06-29 11:38:27,ISLAND,118,63.81,-7529.58,-0.18,7529.76,0,P;O,O,,IB9048
06C,1158,162,S,CELG,CELG,,,,2012-06-29 11:42:13,2012-06-29 11:42:13,-,-200,63.89,12778,-0.59,-12981.46,0,P;MSL;C,C,S,IB9048
06C,1159,162,S,CELG,CELG,,,,2012-06-29 11:42:13,2012-06-29 11:42:13,ISLAND,-103,63.89,6580.67,-0.64,-6685.45,0,P;MSL;C,C,,IB9048
06C,1160,162,S,CELG,CELG,,,,2012-06-29 11:42:13,2012-06-15 16:20:00,,103,64.907315,,,6685.45,-105.43,ST,A,,IB9048
06C,1161,162,S,CELG,CELG,,,,2012-06-29 11:42:13,2012-06-29 11:38:27,,103,,,,,105.43,ST,W,,IB9048
06C,1162,162,S,CELG,CELG,,,,2012-06-29 11:42:13,2012-06-29 11:42:13,ISLAND,-97,63.89,6197.33,0.06,-6296.01,0,P;MSL;C,C,,IB9048
06C,1163,162,S,CELG,CELG,,,,2012-06-29 11:42:13,2012-06-15 16:20:00,,97,64.907315,,,6296.01,-98.62,ST,A,,IB9048
06C,1164,162,S,CELG,CELG,,,,2012-06-29 11:42:13,2012-06-29 11:38:27,,97,,,,,98.62,ST,W,,IB9048
06C,1165,163,S,CELG,CELG,,,,2012-06-29 11:43:37,2012-06-29 11:43:37,-,200,63.79,-12758,-0.3,12758.3,0,P;O,O,S,IB9048
06C,1166,163,S,CELG,CELG,,,,2012-06-29 11:43:37,2012-06-29 11:43:37,ISLAND,127,63.79,-8101.33,-0.45,8101.78,0,P;O,O,,IB9048
06C,1167,163,S,CELG,CELG,,,,2012-06-29 11:43:37,2012-06-29 11:43:37,ISLAND,73,63.79,-4656.67,0.15,4656.52,0,P;O,O,,IB9048
06C,1168,164,S,CELG,CELG,,,,2012-06-29 11:53:06,2012-06-29 11:53:06,-,-200,63.89,12778,-0.59,-12966.35,0,P;MSL;C,C,S,IB9048
06C,1169,164,S,CELG,CELG,,,,2012-06-29 11:53:06,2012-06-29 11:53:06,ISLAND,-100,63.89,6389,-0.64,-6483.51,0,P;MSL;C,C,,IB9048
06C,1170,164,S,CELG,CELG,,,,2012-06-29 11:53:06,2012-06-29 11:38:27,,100,64.835052,,,6483.51,-95.15,ST,A,,IB9048
06C,1171,164,S,CELG,CELG,,,,2012-06-29 11:53:06,2012-06-29 11:43:37,,100,,,,,95.15,ST,W,,IB9048
06C,1172,164,S,CELG,CELG,,,,2012-06-29 11:53:12,2012-06-29 11:53:12,ISLAND,-100,63.89,6389,0.06,-6482.85,0,P;MSL;C,C,,IB9048
06C,1173,164,S,CELG,CELG,,,,2012-06-29 11:53:12,2012-06-29 11:38:27,,3,64.835052,,,194.51,-2.83,ST,A,,IB9048
06C,1174,164,S,CELG,CELG,,,,2012-06-29 11:53:12,2012-06-29 11:38:27,,97,64.828249,,,6288.34,-90.96,ST,A,,IB9048
06C,1175,164,S,CELG,CELG,,,,2012-06-29 11:53:12,2012-06-29 11:43:37,,27,,,,,25.32,ST,W,,IB9048
06C,1176,164,S,CELG,CELG,,,,2012-06-29 11:53:12,2012-06-29 11:43:37,,70,,,,,65.64,ST,W,,IB9048
06C,1177,164,S,CELG,CELG,,,,2012-06-29 11:53:12,2012-06-29 11:43:37,,3,,,,,2.83,ST,W,,IB9048
06C,1178,165,S,CELG,CELG,,,,2012-06-29 13:23:25,2012-06-29 13:23:25,-,200,63.79,-12758,-0.3,12758.3,0,O,O,S,IB9048
06C,1179,165,S,CELG,CELG,,,,2012-06-29 13:23:25,2012-06-29 13:23:25,ISLAND,200,63.79,-12758,-0.3,12758.3,0,O,O,,IB9048
06C,1180,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 14:12:17,-,-200,63.89,12778,-0.59,-12947.24,0,MSL;C,C,S,IB9048
06C,1181,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 14:12:17,ISLAND,-200,63.89,12778,-0.59,-12947.24,0,MSL;C,C,,IB9048
06C,1182,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 11:43:37,,100,64.745006,,,6474.5,-85.79,ST,A,,IB9048
06C,1183,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 11:43:37,,3,64.732483,,,194.2,-2.54,ST,A,,IB9048
06C,1184,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 11:43:37,,27,64.731197,,,1747.74,-22.79,ST,A,,IB9048
06C,1185,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 11:43:37,,70,64.725681,,,4530.8,-58.7,ST,A,,IB9048
06C,1186,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 13:23:25,,100,,,,,85.79,ST,W,,IB9048
06C,1187,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 13:23:25,,70,,,,,58.7,ST,W,,IB9048
06C,1188,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 13:23:25,,27,,,,,22.79,ST,W,,IB9048
06C,1189,166,S,CELG,CELG,,,,2012-06-29 14:12:17,2012-06-29 13:23:25,,3,,,,,2.54,ST,W,,IB9048
06C,1190,167,S,CELG,CELG,,,,2012-06-29 14:27:02,2012-06-29 14:27:02,-,200,63.79,-12758,-0.3,12758.3,0,P;O,O,S,IB9048
06C,1191,167,S,CELG,CELG,,,,2012-06-29 14:27:02,2012-06-29 14:27:02,ISLAND,100,63.79,-6379,-0.5,6379.5,0,P;O,O,,IB9048
06C,1192,167,S,CELG,CELG,,,,2012-06-29 14:27:33,2012-06-29 14:27:33,ISLAND,100,63.79,-6379,0.2,6378.8,0,P;O,O,,IB9048
06C,1193,168,S,CELG,CELG,,,,2012-06-29 14:40:53,2012-06-29 14:40:53,-,-200,63.9,12780,-0.59,-12928.13,0,P;MSL;C,C,S,IB9048
06C,1194,168,S,CELG,CELG,,,,2012-06-29 14:40:53,2012-06-29 14:40:53,ISLAND,-61,63.9,3897.9,-0.67,-3943.62,0,P;MSL;C,C,,IB9048
06C,1195,168,S,CELG,CELG,,,,2012-06-29 14:40:53,2012-06-29 13:23:25,,61,64.649443,,,3943.62,-46.38,ST,A,,IB9048
06C,1196,168,S,CELG,CELG,,,,2012-06-29 14:40:53,2012-06-29 14:27:02,,61,,,,,46.38,ST,W,,IB9048
06C,1197,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 14:41:15,ISLAND,-139,63.9,8882.1,0.08,-8984.51,0,P;MSL;C,C,,IB9048
06C,1198,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 13:23:25,,39,64.649443,,,2521.33,-29.21,ST,A,,IB9048
06C,1199,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 13:23:25,,3,64.63692,,,193.91,-2.21,ST,A,,IB9048
06C,1200,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 13:23:25,,27,64.635635,,,1745.16,-19.85,ST,A,,IB9048
06C,1201,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 13:23:25,,70,64.630118,,,4524.11,-51.07,ST,A,,IB9048
06C,1202,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 14:27:02,,39,,,,,28.45,ST,W,,IB9048
06C,1203,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 14:27:33,,39,,,,,29.21,ST,W,,IB9048
06C,1204,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 14:27:33,,31,,,,,22.62,ST,W,,IB9048
06C,1205,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 14:27:33,,27,,,,,19.85,ST,W,,IB9048
06C,1206,168,S,CELG,CELG,,,,2012-06-29 14:41:15,2012-06-29 14:27:33,,3,,,,,2.21,ST,W,,IB9048
06C,1207,169,S,CELG,CELG,,,,2012-06-29 15:31:43,2012-06-29 15:31:43,-,200,63.79,-12758,-0.3,12758.3,0,O,O,S,IB9048
06C,1208,169,S,CELG,CELG,,,,2012-06-29 15:31:43,2012-06-29 15:31:43,ISLAND,200,63.79,-12758,-0.3,12758.3,0,O,O,,IB9048
06C,1209,170,S,CELG,CELG,,,,2012-06-29 15:36:19,2012-06-29 15:36:19,-,-200,63.89,12778,-0.59,-12907.01,0,P;MSL;C,C,S,IB9048
06C,1210,170,S,CELG,CELG,,,,2012-06-29 15:36:19,2012-06-29 15:36:19,ISLAND,-71,63.89,4536.19,-0.66,-4583.25,0,P;MSL;C,C,,IB9048
06C,1211,170,S,CELG,CELG,,,,2012-06-29 15:36:19,2012-06-29 14:27:02,,61,64.555366,,,3937.88,-41.15,ST,A,,IB9048
06C,1212,170,S,CELG,CELG,,,,2012-06-29 15:36:19,2012-06-29 14:27:33,,10,64.536874,,,645.37,-6.56,ST,A,,IB9048
06C,1213,170,S,CELG,CELG,,,,2012-06-29 15:36:19,2012-06-29 15:31:43,,61,,,,,41.15,ST,W,,IB9048
06C,1214,170,S,CELG,CELG,,,,2012-06-29 15:36:19,2012-06-29 15:31:43,,10,,,,,6.56,ST,W,,IB9048
06C,1215,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 15:36:22,ISLAND,-129,63.89,8241.81,0.07,-8323.77,0,P;MSL;C,C,,IB9048
06C,1216,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 14:27:33,,29,64.536874,,,1871.57,-18.74,ST,A,,IB9048
06C,1217,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 14:27:02,,39,64.524555,,,2516.46,-24.73,ST,A,,IB9048
06C,1218,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 14:27:33,,3,64.524351,,,193.57,-1.9,ST,A,,IB9048
06C,1219,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 14:27:33,,27,64.523066,,,1742.12,-17.08,ST,A,,IB9048
06C,1220,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 14:27:33,,31,64.517549,,,2000.04,-19.44,ST,A,,IB9048
06C,1221,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 15:31:43,,39,,,,,24.73,ST,W,,IB9048
06C,1222,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 15:31:43,,31,,,,,19.44,ST,W,,IB9048
06C,1223,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 15:31:43,,29,,,,,18.74,ST,W,,IB9048
06C,1224,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 15:31:43,,27,,,,,17.08,ST,W,,IB9048
06C,1225,170,S,CELG,CELG,,,,2012-06-29 15:36:22,2012-06-29 15:31:43,,3,,,,,1.9,ST,W,,IB9048
06C,1226,171,S,CELG,CELG,,,,2012-07-19 06:46:04,2012-07-19 06:46:04,-,-100,67.8,6780,-0.66,-6442.65,336.69,LI;C,C,S,IB9048
06C,1227,171,S,CELG,CELG,,,,2012-07-19 06:46:04,2012-07-19 06:46:04,ARCA,-100,67.8,6780,-0.66,-6442.65,336.69,LI;C,C,,IB9048
06C,1228,171,S,CELG,CELG,,,,2012-07-19 06:46:04,2012-06-29 15:31:43,,3,64.425286,,,193.28,10.1,ST,A,,IB9048
06C,1229,171,S,CELG,CELG,,,,2012-07-19 06:46:04,2012-06-29 15:31:43,,27,64.424,,,1739.45,90.97,ST,A,,IB9048
06C,1230,171,S,CELG,CELG,,,,2012-07-19 06:46:04,2012-06-29 15:31:43,,29,64.437808,,,1868.7,97.31,ST,A,,IB9048
06C,1231,171,S,CELG,CELG,,,,2012-07-19 06:46:04,2012-06-29 15:31:43,,31,64.418483,,,1996.97,104.62,ST,A,,IB9048
06C,1232,171,S,CELG,CELG,,,,2012-07-19 06:46:04,2012-06-29 15:31:43,,10,64.42549,,,644.25,33.68,ST,A,,IB9048
06C,1233,172,S,CELG,CELG,,,,2012-07-19 11:35:00,2012-07-19 11:35:00,-,-100,67.85,6785,-0.65,-6445.25,339.1,LI;C,C,S,IB9048
06C,1234,172,S,CELG,CELG,,,,2012-07-19 11:35:00,2012-07-19 11:35:00,ISLAND,-100,67.85,6785,-0.65,-6445.25,339.1,LI;C,C,,IB9048
06C,1235,172,S,CELG,CELG,,,,2012-07-19 11:35:00,2012-06-29 15:31:43,,29,64.42549,,,1868.34,99.12,ST,A,,IB9048
06C,1236,172,S,CELG,CELG,,,,2012-07-19 11:35:00,2012-06-29 15:31:43,,10,64.447676,,,644.48,33.96,ST,A,,IB9048
06C,1237,172,S,CELG,CELG,,,,2012-07-19 11:35:00,2012-06-29 15:31:43,,61,64.466168,,,3932.44,206.02,ST,A,,IB9048
06C,1238,173,S,CELG,CELG,,,,2012-07-19 15:44:51,2012-07-19 15:44:51,-,-100,68.02,6802,-0.65,-6381.15,420.2,P;LI;C,C,S,IB9048
06C,1239,173,S,CELG,CELG,,,,2012-07-19 15:44:51,2012-07-19 15:44:51,ISLAND,-85,68.02,5781.7,-0.66,-5423.98,357.06,P;LI;C,C,,IB9048
06C,1240,173,S,CELG,CELG,,,,2012-07-19 15:44:51,2012-06-29 11:38:27,,85,63.811503,,,5423.98,357.06,ST,A,,IB9048
06C,1241,173,S,CELG,CELG,,,,2012-07-19 15:44:51,2012-07-19 15:44:51,ISLAND,-15,68.02,1020.3,0.01,-957.17,63.13,P;LI;C,C,,IB9048
06C,1242,173,S,CELG,CELG,,,,2012-07-19 15:44:51,2012-06-29 11:38:27,,15,63.811503,,,957.17,63.13,ST,A,,IB9048
06C,1243,174,S,CELG,CELG,,,,2012-07-23 13:50:43,2012-07-23 13:50:43,-,200,65.65,-13130,-0.3,13130.3,0,O,O,S,IB9048
06C,1244,174,S,CELG,CELG,,,,2012-07-23 13:50:43,2012-07-23 13:50:43,ISLAND,200,65.65,-13130,-0.3,13130.3,0,O,O,,IB9048
06C,1245,175,S,CELG,CELG,,,,2012-07-25 17:14:22,2012-07-25 17:14:22,-,-100,66.66,6666,-0.66,-6565.15,100.19,LI;C,C,S,IB9048
06C,1246,175,S,CELG,CELG,,,,2012-07-25 17:14:22,2012-07-25 17:14:22,ARCA,-100,66.66,6666,-0.66,-6565.15,100.19,LI;C,C,,IB9048
06C,1247,175,S,CELG,CELG,,,,2012-07-25 17:14:22,2012-07-23 13:50:43,,100,65.651503,,,6565.15,100.19,ST,A,,IB9048
06C,1248,176,S,CELG,CELG,,,,2012-07-26 07:39:38,2012-07-26 07:39:38,-,-100,67.66,6766,-0.66,-6565.15,200.19,LI;C,C,S,IB9048
06C,1249,176,S,CELG,CELG,,,,2012-07-26 07:39:38,2012-07-26 07:39:38,ARCA,-100,67.66,6766,-0.66,-6565.15,200.19,LI;C,C,,IB9048
06C,1250,176,S,CELG,CELG,,,,2012-07-26 07:39:38,2012-07-23 13:50:43,,100,65.651503,,,6565.15,200.19,ST,A,,IB9048
06C,1251,177,S,CELG,CELG,,,,2012-07-27 09:30:04,2012-07-27 09:30:04,-,-100,68.1,6810,-0.66,-6381.15,428.19,LI;C,C,S,IB9048
06C,1252,177,S,CELG,CELG,,,,2012-07-27 09:30:04,2012-07-27 09:30:04,ARCA,-100,68.1,6810,-0.66,-6381.15,428.19,LI;C,C,,IB9048
06C,1253,177,S,CELG,CELG,,,,2012-07-27 09:30:04,2012-06-29 11:38:27,,18,63.811503,,,1148.61,77.07,ST,A,,IB9048
